niveau,genre,sentiment_global,confiance_adultes,sentiment_securite,participation_projets,liberte_expression,ecoute_et_soutien,envie_venir,relation_famille_etab,confiance_dialogue_extrait,projets_participes,lieux_expression_libre,changements_souhaites,moments_agreables,moments_desagreables,lieux_agreables,lieux_desagreables,cluster_kmeans
4e,Fille,3,2,3,2,0,0,2,3,"['réunions', 'confiance']",['MUN'],['ccc'],"['jeu', 'étagère', 'détente']",['cours de sport'],['permanences'],"['ccc', 'la cour']",[],2
4e,Garçon,2,2,3,1,2,0,1,3,"['communication', 'idées', 'doute', 'comportement', 'choix']",['MUN'],[],['aucun'],['amis'],['salle de classe'],[],[],3
4e,Fille,2,0,2,3,2,2,2,2,"['écoute', 'temps', 'respect']","['MUN', 'art et culture']",['aucun'],"['classe', 'climatisation']","['amis', 'la cour', 'ccc']","['classe', 'chaleur', 'canicule']",['ccc'],['salle de classe'],2
4e,Fille,2,1,3,2,1,1,1,2,['aucun'],['sport'],[],"['telephone', 'la cour']",['heure creuse'],['ds communs'],['foyer'],[],2
4e,Fille,2,1,2,2,2,2,1,2,[],"['MUN', 'environnement et solidarité', ""vie de l'établissement""]",['la cour'],['table'],['cantine'],[],['allée'],[],2
4e,Garçon,2,3,2,2,2,2,0,2,[],['MUN'],"['la cour', 'intercours', 'professeurs']","['accès', 'couloirs', 'pause', 'récréation']","['récréation', 'pauses méridiennes', 'intercours']",['classe'],"['cantine', 'médiatèque']","['rang', 'permanence']",2
4e,Garçon,2,2,1,0,1,1,1,1,['respect'],['sport'],"['vie scolaire', 'cpe']","['climatisation', 'chaleur']",['la cour'],['matin'],['recrée'],['salle de classe'],3
4e,Garçon,2,2,2,1,2,2,0,1,"['écoute', 'discipline']",[],['récréation'],['activités'],['amis'],"['harcèlement', 'pleurer']",['foyer'],['médiathéque'],3
4e,Garçon,2,1,1,0,1,0,0,2,['aucun'],[],[],['climatisation'],"['extérieur', 'heures de permanence']","['crie dessus', 'pas de place en extérieur']",['ccc'],[],1
4e,Garçon,2,1,2,1,2,1,3,2,['respect'],['sport'],['récréation'],"['sortir', 'nourriture', 'kiosque']",['amis'],['salle de classe'],['récre'],['classe'],0
4e,Garçon,2,1,3,2,2,0,0,0,[],[],[],[],"['la cour', 'amis']",[],['porte'],['salle de classe'],2
3e,Fille,3,2,3,0,1,1,2,2,[],['sport'],[],"['profs', 'compétence']",['amis'],['pas entendre adultes'],['salle de classe'],['cpe'],3
4e,Garçon,1,1,3,0,0,0,1,0,['écoute'],['projet pédagogiques'],['aucun'],"['aed', 'téléphone']",[],"['injustice', 'aucune confiance']",['cantine'],"['toilettes', 'salle de classe', 'bureau']",1
4e,Garçon,2,0,0,0,0,0,0,1,['avis'],[],[],"['ajouter', 'finir', 'famille']",['pause'],['heures de cours'],['salle de classe'],['permanence'],1
3e,Garçon,1,1,1,1,0,0,1,2,['écoute'],[],[],[],['voyages'],"['retenue', 'exclusion']",[],[],1
3e,Fille,2,1,2,2,2,2,0,1,[],[],[],[],[],[],[],[],2
3e,Garçon,2,2,2,0,2,2,1,2,[],[],['aucun'],"['climatisation', 'surveillance', 'harcèlement']",[],[],[],[],3
3e,Garçon,2,0,2,2,0,0,2,2,['présence'],['MUN'],[],['climatisation'],[],[],['ccc'],['salle de classe'],2
3e,Garçon,2,2,2,2,0,1,1,2,['tutoiement'],[],[],"['clims', 'chaleur']",['la cour'],['prof pas agréable'],['la cour'],['salle de classe'],2
4e,Fille,2,0,1,3,1,1,1,2,['communication'],"['sport', 'sport', 'environnement et solidarité']",[],"['climatisation', 'fontaines']",[],[],"['préaut', 'la cour']",[],2
3e,Garçon,2,1,3,0,1,0,1,2,['aucun'],['sport'],['psy'],['climatisation'],"['cantine', 'amis']","['classe', '15 heure', 'chaleur', 'pas de climatisation']",[],[],3
4e,Garçon,1,1,1,1,1,0,0,2,"['écoute', 'empathie']","['MUN', 'MUN', 'MUN', ""vie de l'établissement"", ""vie de l'établissement"", 'environnement et solidarité']","['ateliers', 'activités']","['méthode', 'évènements', 'galas', 'compétences']","[""cours d'anglais"", 'cours de français', 'moments avec mes amies']","[""cours d'arabe""]",['médiathèque'],['permanence'],1
3e,Garçon,3,2,1,2,1,2,2,2,['respect'],[],[],"['liberté', 'circulation', 'classe']",['récrée'],['classe'],['récrée'],['classe'],0
4e,Fille,1,1,3,3,1,1,1,1,['aucun'],"[""vie de l'établissement""]",[],['horaires'],"[""cours d'anglais"", 'sport']",['arabe'],['gymnase'],[],2
4e,Fille,2,0,3,2,1,0,0,0,"['écoute', 'respect', 'dialogue', 'compréhension', 'médiation', 'discussion']","[""vie de l'établissement""]","['classe', 'cours de récreation']",['clim'],"['récréation', 'pause']",['cours de fin de journée'],"['cantine', 'court']",['salle de classe'],1
4e,Garçon,2,2,3,1,0,1,0,0,[],"['MUN', ""vie de l'établissement""]",[],"['écouter', 'élèves', 'bien-être', 'famille']","['voyage scolaire', 'pause', 'classe']",['punition'],[],[],2
4e,Fille,2,2,2,2,2,2,1,2,"['écoute', 'confiance']","['sport', ""vie de l'établissement""]",[],['tout'],[],[],[],[],2
3e,Garçon,2,2,3,2,2,1,0,2,[],['sport'],[],"['horaire', 'bus']",[],[],[],[],2
3e,Garçon,3,3,3,2,2,2,3,3,[],['environnement et solidarité'],[],[],[],[],['classe'],[],0
4e,Fille,2,1,3,2,1,1,2,3,"['écoute', 'attention']","['sport', 'MUN']",['salle de classe'],"['salle de classe', 'aérer']",['prof absent'],['enchaînement des heures'],['extérieur'],['salle de classe'],2
4e,Garçon,2,2,3,2,1,1,1,1,['aucun'],['environnement et solidarité'],[],[],[],[],[],[],2
3e,Fille,2,2,2,2,2,1,2,2,[],"['MUN', ""vie de l'établissement""]",[],['horaires'],"['cours de technologie', ""cours d'anglais""]",[],[],[],0
3e,Garçon,1,1,1,2,1,0,0,2,"['justice', 'respect']","['projet pédagogiques', ""vie de l'établissement""]",[],"['climatisation', 'professeurs', 'respect', 'confiance', 'stricte']",['amis'],['insulter'],['médiathèque'],['permanence'],1
4e,Garçon,3,1,3,2,1,1,1,2,"['forums', 'conseils', 'projets', 'écoute', 'médiation', 'communication']",['sport'],"['la cour', 'classe']","['climatisation', 'horaires', 'sommeil', 'surveillants']",[],"['notes', 'bavardage', 'comportement', 'parents']","['ccc', 'permanence']",['salle de classe'],2
4e,Fille,2,2,2,2,1,2,2,1,"['écoute', 'respect', 'confiance', 'dialogue']",['sport'],['collège'],"['classe', 'temps']",['amis'],"['jugé', 'pas écouté', 'pression']","['la cour', 'cantine']",['salle de classe'],2
3e,Fille,3,0,3,3,0,0,2,2,"['comprehension', 'ecoute']",[],[],[],[],[],[],[],2
4e,Fille,2,2,3,2,1,1,0,0,[],"['sport', ""vie de l'établissement""]",[],[],[],[],[],[],2
4e,Garçon,2,2,2,2,1,0,0,2,"['formation', 'communication', 'respect']","['sport', 'environnement et solidarité']",[],"['climatisation', 'casiers']","['pauses de deux heures', 'récréation', 'cours intéressants', 'français', 'hg']",[],"['classe', 'portailles', 'vie scolaire']",[],2
4e,Fille,3,2,2,1,2,2,2,3,"['gentillesse', 'ouverture']","['art et culture', 'sport']",[],"['système', 'strict', 'environnement', 'relation']","['félicitations', 'efforts aboutis']","['cris de ma mère', 'stress', 'mauvaises notes']",[],[],0
4e,Garçon,3,2,3,1,2,2,2,2,['discussion'],"['sport', 'art et culture', 'environnement et solidarité']",[],"['projet', 'classe', 'emploi']","['classe', 'projet', 'jeux']","['classe', 'vie scolaire']","['la cour', 'terrains', 'auditorium']",['salle de classe'],0
4e,Garçon,1,1,2,0,1,1,1,2,[],"['MUN', 'sport']",[],['climatisateurs'],[],[],"['ccc', 'la cour']","['permanence', 'salle de classe']",1
4e,Fille,2,2,2,2,2,2,2,3,"['écoute', 'bienveillance']",['art et culture'],['bureau'],[],['parler avec mes amis'],[],[],[],0
4e,Garçon,2,1,2,0,2,2,1,1,"['considération', 'tolérance']",[],[],[],[],[],['ccc'],[],3
4e,Fille,0,1,1,1,0,0,0,0,['aucun'],['MUN'],['aucun'],['aucun'],['avec mes amis'],[],['salle de classe'],['cantine'],1
4e,Garçon,2,1,2,0,0,0,1,3,[],[],[],"['gestion', 'heures', 'creuses']",['pause'],['permanence'],['plateau sportif'],['la cour'],1
3e,Fille,1,1,1,0,0,1,1,2,"['écoute', 'compréhension']",[],[],"['méthode', 'horaires', 'devoirs', 'activités', 'code', 'défense']",['samedi'],['7h45 de lundi à vendredi'],[],"['toilettes', 'vie scolaire', 'cpe', 'cantine']",1
4e,Fille,3,2,2,2,2,2,2,3,"['écoute', 'problèmes']",[],[],"['écoute', 'promesses']","['pause', 'cours divertissants']","['classe', ""professeurs qui n'écoutent pas""]","['cantine', 'salle de classe']",['classe'],0
4e,Garçon,2,1,2,0,1,0,0,0,['vérité'],[],[],['écoute'],[],[],['média'],['perm'],1
6e,Fille,2,1,2,2,0,2,1,2,[],['MUN'],"['vie scolaire', 'école']",['climatisation'],['bon moment avec profs et camarades'],['ambiance tendue en classe'],['la cour'],[],2
4e,Fille,2,2,3,3,1,2,2,2,"['amabilité', 'agréabilité']",[],[],"['stricte', 'respectueux', 'écoute']",['moments entre amis'],[],"['la cour', 'terrain']",['bureau'],2
4e,Fille,2,2,2,2,2,2,2,2,[],[],[],[],[],[],[],[],0
3e,Garçon,3,2,1,2,1,0,2,2,['respect'],"['MUN', 'sport']",['la cour'],"['environnement', 'espaces', 'fontaines', 'climatisation', 'ventilateurs']",['échanges drôles'],"[""professeur s'énerve""]","['salle de classe', 'la cour']",['salle de classe'],0
4e,Fille,2,3,3,3,2,2,2,2,"['gentillesse', 'amabilité', 'confiance', 'affinités']","['MUN', 'environnement et solidarité', ""vie de l'établissement"", 'art et culture']",[],"['horaire', 'évaluation']","['heures creuses', 'cours préférés', 'récréation', 'pause']",[],"['ccc', 'salle de classe', 'escalier']","['salle de classe', 'salle de classe', 'salle de classe', 'salle de classe', 'salle de classe']",0
4e,Garçon,2,2,2,3,1,1,0,2,['confiance'],['environnement et solidarité'],['aucun'],['bancs'],['amis'],['instants avant examens'],"['terrain', 'foyer']",['classe'],2
4e,Garçon,1,1,1,0,0,0,1,0,[],"['MUN', 'projet pédagogiques', 'environnement et solidarité', ""vie de l'établissement""]",['cpe'],"['cantine', 'espace', 'tables', 'nourriture', 'organisation', 'surveillants']","['établissement', 'professeurs', 'personnels']","['injustices', 'punitions', 'cantine']","['la cour', 'ccc', 'salle de classe', 'espaces']",['cantine'],1
6e,Fille,2,2,2,2,1,1,0,2,[],"['sport', 'interclass']",[],"['banc', 'ombre']",[],[],['bancs'],[],2
6e,Garçon,2,2,2,0,1,1,2,3,"['compréhension', 'écoute', 'patience', 'crédibilité']",[],[],"['comportement', 'profs', 'aed', 'cpe']",[],[],[],[],3
6e,Fille,2,1,2,1,1,1,2,2,"['motivation', 'joie', 'animation', 'liens']",['sport'],"['art plastique', 'musique']","['acceptation', 'compréhension', 'écoute', 'bonté']","['détente', 'compétition', 'ambiance', 'soirée', 'rire', 'histoires', 'vacances', 'fin évaluation', 'réussite']","['travail', 'élèves méchants', 'actes cruels', 'cours long', 'devoirs', 'solitude']","['recréation', 'ccc', 'foyer', 'terrain']",[],3
5e,Fille,1,2,3,3,0,0,1,2,[],[],[],[],[],[],[],[],2
6e,Garçon,2,1,3,3,3,3,3,3,[],,[],[],[],[],[],[],0
4e,Garçon,2,2,2,3,2,2,3,2,[],"[""vie de l'établissement""]",[],['climatisation'],"['amis', 'salle de détente']","['matin', 'après-midi']",['salle de classe'],['salle de classe'],0
5e,Fille,1,1,1,3,0,1,0,0,"['calme', 'respect']",['environnement et solidarité'],[],['harcèlement'],[],['gens qui crient'],['chambre'],['cpe'],1
3e,Fille,1,0,0,0,1,0,1,1,['aucun'],['sport'],['aucun'],[],['avec mes copains'],[],['foyer'],[],1
6e,Fille,2,2,2,2,0,1,0,0,[],[],"['récréation', 'salle de classe']",[],[],[],[],[],2
3e,Garçon,2,1,3,1,2,1,2,2,['aucun'],"['art et culture', ""vie de l'établissement"", 'MUN']",[],"['climatisation', 'obligations', 'vestimentaires', 'accès', 'fontaine', 'téléphones', 'horaires', 'pause', 'aide', 'psychologique', 'engagements', 'organisation', 'sacs', 'toilettes', 'protections', 'relation', 'événements', 'badges']",[],['forte chaleur'],['salle de classe'],[],0
5e,Garçon,2,2,3,0,3,2,2,2,['écoute'],[],[],"['écoute', 'aide']",['amis'],['autres'],[],[],3
3e,Fille,2,2,3,0,2,0,1,2,"['avis', 'écoute', 'dialogue']",['sport'],[],[],['récréation'],['salle de classe'],[],[],3
6e,Garçon,2,3,3,1,1,2,2,3,"['raison', 'pédagogie']",['sport'],"['la cour', 'cantine', 'permanence', 'c.c.c']",[],[],[],[],[],0
5e,Fille,3,2,3,3,3,3,2,2,['aucun'],[],[],[],[],[],[],[],0
4e,Garçon,2,0,1,0,0,1,0,2,"['respect', 'compréhension']",[],[],"['classe', 'utiles', 'histoire', 'événements']","['découverte', 'apprentissage', 'amis']",[],['classe'],['salle de classe'],1
4e,Fille,2,0,0,2,1,1,0,3,[],['sport'],[],['respect'],['évaluation réussie'],['évaluation ratée'],['la cour'],['permanence'],1
4e,Garçon,2,2,3,2,3,2,2,3,[],['sport'],"['salle de classe', 'cpe']","['horaires', 'fatigue', 'rythme']",[],[],['la cour'],['permanence'],0
5e,Garçon,2,2,3,1,0,2,1,2,[],[],[],[],[],[],[],[],2
6e,Garçon,0,0,0,0,0,0,0,0,[],"['MUN', ""vie de l'établissement""]",['auditorium'],"['évènements', 'galas', 'charités']","[""cours d'anglais"", 'cours de français']",['évaluation'],"['allée', 'cantine']",['salle de classe'],1
6e,Garçon,0,0,1,0,0,0,0,0,"['complicité', 'confiance', 'dialogue']",['projet pédagogiques'],"['la cour', 'classe']","['enseignants', 'respect', 'complicité']","['entre amis', 'classe']","['enseignant strict', 'la cour']","['la cour', 'médiathèque', 'permanence']",[],1
